fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,class
27.071,25.5307,2.6726,0.3464,0.1796,14.006,-18.4356,15.3115,13.719,33.6122,g
35.9738,26.1095,3.3553,0.2851,0.1573,-1.9325,16.2147,15.2438,8.8011,186.415,g
50.1678,22.8371,3.03,0.2109,0.1209,69.4152,33.2242,15.9248,0.922,219.444,g
54.1353,21.9205,2.8701,0.3452,0.1868,23.512,41.1994,14.8817,2.4615,298.611,g
77.0601,25.7795,3.2951,0.2737,0.1432,0.9212,39.5914,-10.8575,3.6339,342.658,g
27.3416,12.5103,2.2565,0.4432,0.241,-17.0732,-18.5239,8.9238,25.809,225.322,g
19.9624,10.4757,2.2625,0.6393,0.3634,-5.6003,16.286,6.3857,19.486,176.498,g
21.4387,6.9858,2.0473,0.6816,0.3543,25.3196,7.5976,-6.4242,34.8091,190.088,g
86.8639,21.8827,2.632,0.4597,0.2672,-83.7883,30.8593,2.0393,2.0243,257.121,g
85.7897,29.2678,3.2655,0.248,0.1696,-17.978,54.747,-17.4857,1.018,311.694,g
43.0415,16.222,2.8543,0.3804,0.2161,19.8727,44.7736,-12.3739,14.572,135.435,g
24.8255,20.325,2.6243,0.3682,0.1888,24.3124,19.1442,13.3237,18.5575,180.752,g
57.0377,18.2816,3.3557,0.2217,0.1126,44.0953,40.1071,-8.7296,2.359,226.338,g
72.6769,27.3224,3.5856,0.2098,0.117,37.7572,65.5995,17.2813,3.096,278.096,g
39.5411,10.8616,2.8636,0.4134,0.2129,9.5346,33.4458,-3.4861,4.419,192.589,g
68.9272,23.1967,3.2302,0.1883,0.0945,16.1875,58.9925,-10.5944,4.554,153.086,g
25.3814,15.7361,2.6186,0.4188,0.2419,27.8332,17.8775,5.4552,10.1725,80.3929,g
33.8131,24.2268,2.9452,0.2575,0.1288,41.1283,-23.3381,-4.9897,6.6811,172.458,g
18.183,10.5409,2.2253,0.5893,0.3006,-23.3652,-9.4181,-5.1884,26.4593,175.861,g
24.8791,15.4825,2.6522,0.3853,0.2483,-6.0255,-17.4964,-6.2308,3.389,149.867,g
75.9422,17.2482,2.837,0.3246,0.1827,94.2897,45.783,-14.7347,2.872,154.04,g
105.463,15.9674,2.6503,0.4183,0.2852,-22.5379,-125.081,-13.7989,58.1218,151.521,g
28.1183,21.4937,2.8085,0.3124,0.1841,6.4073,23.3896,-11.5563,53.2731,162.932,g
19.4513,16.4712,2.2601,0.5604,0.2885,26.0807,-7.5631,17.5195,33.419,241.255,g
13.4612,9.8586,2.2492,0.8225,0.4873,-13.1986,-7.5122,11.4641,40.227,199.406,g
47.985,22.8978,3.0348,0.1551,0.0844,10.7664,26.4205,12.3187,5.3027,207.401,g
56.2087,23.3978,3.4311,0.2057,0.1173,38.0585,47.3994,17.7267,4.526,264.023,g
17.4031,11.109,2.4378,0.5511,0.3011,0.4025,-4.4399,4.8201,52.56,171.206,g
16.6311,15.8664,2.3464,0.6261,0.4122,0.7664,15.1078,-12.0873,31.7295,79.8351,g
21.1789,6.9623,2.1414,0.722,0.4007,22.9602,12.4248,6.2445,88.8729,169.85,g
76.147,20.8049,3.2825,0.2348,0.1271,37.5079,78.2,14.2882,3.1904,220.116,g
43.5269,13.9408,2.5557,0.4395,0.2295,26.916,41.3843,-11.402,3.9958,164.793,g
26.4332,15.5201,2.5441,0.4829,0.3271,-11.8765,-8.1889,-8.1366,5.3365,147.446,g
13.1486,10.7687,2.1156,0.7739,0.4483,14.0483,-2.4687,-11.1593,70.3187,189.839,g
22.7298,10.6207,2.4878,0.5561,0.278,8.5649,15.9315,-5.7387,23.553,171.686,g
31.9106,10.7828,2.3997,0.4064,0.2171,25.004,15.2487,8.9478,25.087,170.002,g
25.8138,10.7479,2.4241,0.4896,0.2844,-15.4485,-20.2511,5.3209,7.007,93.3981,g
22.3842,19.6795,2.7828,0.3298,0.1756,-17.1679,-12.5413,11.0567,13.5342,72.0504,g
23.9993,10.9858,2.4141,0.5125,0.3064,12.0505,20.2358,5.8304,50.4126,200.284,g
40.8762,16.0729,2.7742,0.3045,0.1859,5.5435,11.4429,-3.0812,11.808,185.876,g
102.022,24.3984,3.3921,0.212,0.1113,-106.889,59.4414,4.8632,1.8933,335.552,g
65.2283,15.273,2.6488,0.3726,0.2278,-58.7195,53.1101,13.1671,5.781,303.718,g
48.6724,13.5327,2.6866,0.358,0.1944,49.9013,26.2659,-3.5504,2.125,180.787,g
35.1096,15.7362,2.8341,0.422,0.2249,32.2606,31.9554,3.2093,15.31,199.166,g
32.6759,19.4491,2.7745,0.358,0.1958,25.3348,14.4187,-9.9689,0.134,129.141,g
46.8212,18.8514,3.1578,0.2413,0.1297,5.8579,-20.9938,11.4032,6.648,185.857,g
34.092,11.0162,2.6781,0.4323,0.2403,27.7823,17.0989,11.865,1.517,207.855,g
51.6337,14.0939,2.5302,0.3304,0.1844,-44.4812,-32.9212,5.9161,13.666,173.496,g
28.8631,6.5382,2.2577,0.6243,0.3177,-15.3397,9.716,4.6861,6.624,223.56,g
68.9406,22.4181,3.474,0.2088,0.1086,4.9539,-48.0547,13.1792,0.279,220.469,g
43.3248,14.9856,3.1785,0.2744,0.1482,9.92,38.1085,10.9054,11.13,216.53,g
48.6653,21.0471,3.2591,0.2131,0.1187,1.4364,38.7974,-11.5196,11.15,219.497,g
97.1493,34.31,3.8354,0.1451,0.079,48.5029,81.9049,-23.8441,1.94,334.315,g
39.143,19.7156,2.7864,0.3205,0.1644,-6.083,30.7892,16.1503,9.903,183.145,g
20.9043,7.1381,2.1688,0.7051,0.3559,-24.5026,-9.524,-6.088,9.432,133.8,g
24.0413,17.6134,2.3375,0.469,0.269,-27.0296,-6.0435,8.2524,87.1172,140.843,g
31.3764,8.9014,2.4502,0.5,0.3209,-21.3569,-21.8757,-5.5281,44.14,250.659,g
12.9763,9.6165,2.2541,0.8189,0.571,11.1203,9.166,9.5288,84.6855,136.81,g
20.2586,9.5737,2.2553,0.6167,0.4083,3.329,-14.4906,9.551,48.6035,78.089,g
24.2157,12.8576,2.2304,0.5529,0.3029,-29.2716,1.7156,-5.9639,65.896,191.307,g
99.2711,50.0365,4.2236,0.0859,0.0437,20.907,80.4554,-15.5326,0.5792,336.771,g
33.1281,16.7898,2.5165,0.3988,0.1994,22.2647,24.0955,8.9565,10.224,110.665,g
18.4698,15.0397,2.4654,0.5,0.351,0.2245,-8.911,-9.753,13.323,233.549,g
22.7698,11.3577,2.534,0.5556,0.288,10.182,5.6998,3.9827,15.1204,116.047,g
19.9716,12.1445,2.4224,0.5142,0.3043,-3.306,12.7309,10.9488,12.992,195.168,g
21.181,12.7713,2.3551,0.4459,0.245,15.1731,11.5618,8.5996,9.109,183.85,g
35.8248,13.4182,2.6656,0.3715,0.1998,50.6212,17.5123,13.0549,6.6856,217.976,g
30.5026,18.7911,2.5883,0.3535,0.1871,29.2552,25.6006,-13.3745,27.9829,117.905,g
30.3691,9.7181,2.5416,0.4741,0.2371,-0.7359,21.0918,-4.1161,6.5706,128.943,g
41.7878,13.9759,2.7559,0.3912,0.2079,-8.2326,-15.7559,3.4301,7.959,209.333,g
106.624,36.546,3.907,0.137,0.0704,-19.1642,76.3378,-26.9762,1.3581,342.549,g
102.502,30.0694,3.5923,0.1271,0.0643,26.2754,85.5577,19.7771,1.977,296.187,g
41.3532,19.7374,2.7466,0.3692,0.2106,-45.4706,-11.5435,-17.3627,4.09,296.447,g
22.2257,0,2.0774,0.7531,0.4477,0,0,-10.0928,28.526,59.1405,g
51.6966,15.99,2.5224,0.3213,0.1697,-14.4579,-25.4308,-8.1007,11.3396,137.905,g
93.4214,17.8618,3.1178,0.1899,0.1087,-54.5623,85.6221,-6.0429,7.6036,307.538,g
45.3779,25.1567,3.4111,0.2383,0.1317,2.6534,56.1975,-18.1433,2.4183,240.878,g
31.7445,9.2534,2.4728,0.4815,0.3047,0.7563,15.492,4.2721,34.123,149.41,g
110.144,46.4167,4.2885,0.0603,0.0301,9.501,94.1436,-21.1601,2.5168,206.363,g
65.0499,21.0138,3.0799,0.1997,0.1027,-66.2538,46.1153,14.9457,2.2,264.389,g
40.4409,11.3388,2.485,0.3502,0.1817,39.9874,23.4546,-7.171,19.335,224.153,g
22.1719,14.6936,2.525,0.4896,0.3,14.5284,18.0763,10.8308,47.5368,109.783,g
12.5767,11.8656,2.2492,0.6986,0.369,16.0151,-9.1669,-9.9638,0.9932,203.396,g
45.2271,20.198,3.0273,0.1934,0.1009,-10.6116,-27.1633,-8.8057,10.09,217.413,g
28.7894,14.1681,2.6101,0.3877,0.2172,-39.8549,-7.5508,8.5703,15.6309,98.7841,g
93.0153,20.421,3.2082,0.2062,0.1297,-125.899,35.997,12.9228,1.656,204.191,g
43.9,27.5743,3.4807,0.1828,0.0964,24.8241,24.931,-12.3893,4.9347,191.736,g
28.7944,17.1968,2.6212,0.3445,0.1758,25.6975,20.3246,-9.2023,8.3285,128.202,g
16.5548,11.2689,2.248,0.5989,0.3814,0.8921,-4.3425,-7.4694,14.44,162.271,g
32.6997,22.1011,2.857,0.3572,0.2314,22.0794,19.5163,-17.7256,20.449,153.756,g
19.5713,16.2269,2.5647,0.4523,0.2275,15.9187,7.5072,11.1311,61.157,127.884,g
32.2768,11.9004,2.316,0.3671,0.186,43.3477,12.9882,-11.3838,17.4336,61.1064,g
20.1997,11.2972,2.3284,0.6291,0.3639,-13.7881,-18.9096,-6.0515,17.3756,192.865,g
20.7078,11.0466,2.2304,0.6118,0.3324,-14.9363,-18.3235,-3.0105,88.9011,36.0846,g
16.2145,11.5941,2.2504,0.6067,0.3511,-1.8484,5.5003,6.4646,26.52,170.922,g
55.5393,22.7848,3.3463,0.1955,0.0989,17.6308,38.9675,10.8998,5.1038,226.5,g
35.7638,17.5209,2.4616,0.3592,0.2055,44.3606,23.6972,-15.9917,60.622,78.7201,g
24.8961,11.8206,2.4564,0.465,0.285,6.512,15.0497,-8.9168,8.622,184.857,g
21.244,6.8975,2.1021,0.7273,0.415,-22.4644,-13.1668,-6.2774,49.217,232.935,g
29.2898,18.5989,2.7455,0.336,0.1824,-13.826,-15.1663,12.4365,20.232,116.403,g
40.6745,23.9565,2.9353,0.2252,0.1155,19.7523,28.3861,-21.6694,46.5742,149.342,g
69.4928,22.4704,2.9845,0.2031,0.1073,-32.0917,-44.3815,9.5467,6.6543,194.324,g
55.4983,26.8202,3.0237,0.1932,0.099,7.1088,50.8975,10.3682,6.216,241.638,g
116.678,57.0686,4.1841,0.0697,0.0385,-82.9353,99.1974,28.7854,8.6023,243.754,g
22.1817,17.2459,2.5366,0.4622,0.2718,9.0398,-7.1725,7.6057,26.4744,162.703,g
125.281,26.6265,3.1958,0.1854,0.1061,112.725,112.466,12.5443,2.935,199.092,g
86.2434,31.4793,3.7932,0.1827,0.0965,-48.1105,46.552,19.3397,1.149,351.204,g
27.7865,13.1526,2.6609,0.4454,0.2631,4.3608,-14.38,-10.2233,25.282,201.227,g
19.9428,16.0295,2.2188,0.435,0.2266,-6.435,18.1783,-2.0147,44.0604,74.6269,g
17.0923,7.1935,2.2844,0.8468,0.5532,-4.4644,-5.1216,-5.6394,29.5538,136.435,g
12.7274,11.6587,2.0626,0.7186,0.3766,15.3994,-7.186,11.2012,5.9251,164.643,g
88.7937,28.8355,3.6695,0.1734,0.0945,48.6897,81.4294,21.6554,3.9201,286.413,g
69.2979,26.8809,3.193,0.2065,0.1074,39.6296,44.3457,-23.0604,9.3234,248.75,g
24.5451,16.0308,2.5092,0.4241,0.2276,-16.3452,-17.266,13.4927,10.576,208.496,g
41.2738,18.1847,2.695,0.3532,0.1907,50.2856,34.7983,-15.5189,16.706,94.6244,g
35.5396,9.7332,2.433,0.4096,0.2269,44.3342,24.4111,4.7522,0.9529,226.84,g
13.2431,10.7215,2.1717,0.7811,0.4209,-14.5271,-2.7128,11.7589,10.6605,172.242,g
48.0766,11.665,2.7131,0.3737,0.1907,45.6991,39.7625,9.0398,8.621,184.505,g
31.8372,9.3091,2.2589,0.4408,0.2231,-20.1184,22.3137,9.0755,43.535,142.056,g
77.3134,18.7524,2.9337,0.2784,0.1485,-39.9458,50.693,12.1689,5.8814,286.516,g
16.8602,11.149,2.4216,0.6136,0.3352,-3.5675,8.1895,-6.5193,10.828,180.96,g
27.1805,7.7076,2.2279,0.6036,0.3521,13.4361,-11.7859,-3.4239,74.9943,83.751,g
85.1522,19.7708,2.4586,0.4522,0.2348,-25.9742,-69.7393,-16.911,3.625,373.09,g
21.1253,12.5417,2.3294,0.445,0.2225,14.6718,11.6624,-9.9628,30.572,133.871,g
17.976,10.8252,2.2227,0.521,0.2665,0.4726,-5.1607,2.8358,52.227,170.51,g
41.3527,11.3559,2.2911,0.4348,0.2225,-41.9522,-22.2029,6.5168,9.469,198.14,g
16.1088,10.6578,2.4232,0.7208,0.4358,-5.5028,5.0474,-9.1544,86.3608,117.839,g
30.2573,12.6829,2.2304,0.5647,0.3265,18.1574,18.4985,7.175,29.865,153.207,g
91.5943,20.9794,3.0479,0.2768,0.1572,93.9688,83.3389,20.4036,1.703,302.822,g
32.5268,15.9269,2.4306,0.3451,0.1763,26.3093,12.0743,-7.037,16.728,80.5674,g
106.05,33.6443,3.6139,0.1703,0.0965,-61.7435,61.4413,16.4733,1.987,359.884,g
27.6322,15.5384,2.549,0.3559,0.2048,16.2134,8.6889,5.0929,0.4686,203.556,g
44.4369,18.2552,2.8146,0.2483,0.128,-65.2517,32.8014,-8.0365,15.298,203.008,g
30.2518,22.7652,3.0443,0.279,0.1621,6.8535,-9.0837,13.453,10.083,218.159,g
54.0026,15.4637,2.9143,0.2814,0.1456,37.5092,46.7648,-12.9942,0.366,283.038,g
37.9952,15.7021,2.837,0.3348,0.1769,27.4272,36.0223,-10.3219,1.156,236.544,g
31.0128,19.8791,2.8182,0.3571,0.1922,10.3295,26.9733,-10.5413,19.332,168.051,g
14.7836,12.2496,2.4031,0.668,0.3498,-2.5992,-3.3417,-4.991,50.474,196.532,g
33.1611,8.9994,2.2776,0.4538,0.2401,47.7227,-21.2335,-9.3072,5.6594,197.583,g
34.5014,21.9099,2.738,0.3199,0.1673,-7.6078,20.2956,-12.6777,14.885,98.6874,g
17.2632,10.7598,2.4393,0.6255,0.38,1.4736,-5.9904,7.4399,43.542,38.2934,g
61.7795,30.5777,3.1947,0.1693,0.091,52.5453,51.2115,21.1265,19.254,223.832,g
12.9501,11.2418,2.1889,0.7443,0.4175,14.7826,-6.806,-10.8358,47.56,217.039,g
30.4477,18.5964,2.4216,0.4053,0.2027,24.8575,-25.6659,18.5217,36.6265,171.152,g
81.2628,28.5133,3.4766,0.1805,0.0959,-51.9702,70.5703,17.8429,2.206,308.527,g
21.6754,15.56,2.4393,0.4473,0.2782,24.0564,16.0578,0.5722,32.744,72.7002,g
34.7405,11.5225,2.5581,0.4426,0.2697,22.4653,20.7494,-10.5547,12.6698,128.282,g
73.7474,25.6002,3.4024,0.1805,0.094,36.9264,66.6962,-12.6455,0.6057,270.747,g
23.7596,12.7832,2.4166,0.4138,0.2165,19.7897,9.7047,-6.3009,52.4475,160.8,g
86.4077,46.0472,4.0415,0.1018,0.0509,44.787,97.2492,5.8431,18.0251,128.668,g
19.749,16.2083,2.3086,0.4717,0.2482,21.4372,18.9916,-8.1616,88.1478,206.613,g
34.7886,19.5066,3.0282,0.2605,0.1429,-19.2971,-17.978,10.9297,14.054,221.171,g
37.2511,17.2359,2.8017,0.2841,0.1555,18.9724,19.6105,13.8048,5.975,139.667,g
20.0581,7.1019,2.1414,0.7798,0.4079,-21.4721,-12.9511,5.1558,15.156,110.729,g
29.6483,12.4933,2.3139,0.6553,0.3325,11.4338,24.4667,4.1262,21.2221,134.977,g
95.3856,21.1808,2.64,0.3093,0.1775,-110.804,59.3284,-8.7242,0.6251,287.835,g
20.1333,9.3536,2.2945,0.6345,0.4239,-2.8223,13.9261,9.61,72.8171,153.137,g
65.498,20.9142,3.0934,0.1782,0.1052,48.9853,57.1237,6.5693,63.886,76.3174,g
75.5657,16.5339,2.9004,0.2642,0.1365,-81.111,52.6888,-16.486,4.9959,258.879,g
12.8379,11.4207,2.0588,0.7249,0.4148,15.0775,-8.3942,-9.1683,43.833,112.719,g
41.984,17.7441,2.9017,0.2596,0.1323,23.1689,22.3596,-8.5718,7.9241,214.701,g
28.0597,8.0648,2.2122,0.589,0.3589,16.5143,18.9953,-6.2326,54.347,124.408,g
43.8878,14.961,2.944,0.2685,0.1359,28.5534,25.3374,9.9526,1.137,194.76,g
61.8459,21.3827,3.5211,0.222,0.1273,23.5238,56.5891,14.2845,1.701,206.044,g
17.0613,11.3105,2.2041,0.5687,0.2906,0.0007,0.1951,3.0996,40.8521,206.093,g
18.7091,10.3988,2.1931,0.5192,0.2724,-25.3147,-6.2981,2.6795,0.091,182.532,g
34.9604,11.9517,2.5508,0.3516,0.1927,1.1797,10.9046,4.6853,0.921,227.564,g
41.1237,21.093,2.6435,0.2932,0.1534,52.4403,6.1225,5.466,2.777,160.042,g
34.9892,20.4457,2.7431,0.2963,0.1545,19.1665,-18.6056,-18.8081,37.9,126.436,g
18.5164,10.5212,2.4955,0.508,0.2572,25.8146,3.8863,-1.7255,82.9909,211.533,g
33.7566,17.6119,2.6906,0.316,0.1723,32.7648,19.9593,-7.8761,6.81,243.139,g
69.1127,21.8712,2.8921,0.291,0.1673,-65.1283,36.0568,-10.3749,1.875,315.002,g
22.4374,0,2.1089,0.7626,0.4319,0,0,-12.0088,52.255,212.208,g
21.173,6.9933,2.0846,0.716,0.3909,23.3534,11.8367,6.2475,62.166,172.151,g
41.9013,16.4931,2.7372,0.3516,0.239,28.0929,-27.4963,-8.9019,4.6235,208.321,g
50.0599,33.1844,3.3309,0.1316,0.0679,-9.3468,24.0617,-19.394,1.8497,224.842,g
28.043,15.4297,2.6924,0.4223,0.2244,-23.4542,22.7079,-13.9534,2.826,164.066,g
41.7574,31.255,3.4256,0.1655,0.0888,30.8846,20.7422,-18.3957,1.935,138.823,g
22.0364,12.8675,2.3551,0.468,0.245,15.5373,10.2103,-7.7848,40.5939,189.093,g
21.5647,6.9116,2.1089,0.6926,0.3774,24.442,10.1753,6.4816,3.908,206.49,g
31.9252,22.3512,2.7114,0.3032,0.1603,34.0372,-13.7053,11.3978,46.586,168.808,g
40.9772,22.1263,2.9162,0.2523,0.1474,9.6277,8.3364,18.4596,7.2427,195.102,g
53.6356,18.1699,2.9235,0.2361,0.1258,56.2031,36.8787,-11.4993,5.4268,136.178,g
79.0025,23.4259,3.4132,0.1502,0.0778,10.575,78.3237,-9.0052,2.411,193.192,g
59.5007,31.4947,3.7937,0.195,0.1128,-58.7423,40.9948,10.1785,4.6349,272.548,g
22.9069,0,2.0663,0.721,0.4163,0,0,-8.0481,63.754,235,g
60.5815,17.7835,2.9965,0.3397,0.188,-50.4952,43.4581,11.611,6.0049,281.002,g
18.1641,7.0722,2.2978,0.8463,0.471,6.8624,-9.8466,-4.7293,14.3451,175.339,g
39.2458,26.2194,3.3089,0.2175,0.1299,15.1813,26.9375,-17.6177,51.624,66.4871,g
36.4436,28.6626,3.1981,0.2351,0.1366,19.1944,26.6066,27.0947,16.04,170.783,g
22.4756,11.2507,2.2672,0.5676,0.3,-12.9752,-19.6917,-8.5486,68.163,146.242,g
16.237,11.2544,2.3304,0.6402,0.3995,-2.7498,5.3763,8.0635,48.122,119.907,g
87.7942,30.1055,3.8598,0.1424,0.0788,-66.7317,74.559,14.8124,1.778,262.857,g
25.5884,14.8267,2.4526,0.4656,0.2381,19.2723,11.8516,12.2279,20.363,96.0406,g
24.15,10.9063,2.4141,0.4971,0.2563,3.3226,20.4622,6.5977,14.386,179.252,g
92.6569,37.3543,3.9758,0.1354,0.0757,-20.4669,65.9078,-19.3584,0.212,309.845,g
70.5297,18.5163,2.791,0.3382,0.1723,54.6271,56.0261,9.3506,1.0712,251.314,g
32.3195,23.9338,2.9976,0.2946,0.1473,22.4867,33.8492,6.3433,42.879,56.6868,g
59.9538,18.622,3.138,0.2693,0.1372,21.6937,45.529,13.3787,4.604,236.668,g
32.1797,18.3351,2.7896,0.3523,0.2183,19.344,23.6439,15.0219,2.5841,186.549,g
84.5714,34.7437,3.547,0.258,0.1682,0.4641,56.3256,32.5867,3.551,330.714,g
61.4084,21.9226,2.8899,0.2062,0.1128,-63.1695,35.5709,13.5937,0.6397,265.651,g
69.4357,13.3956,2.5563,0.3583,0.1986,85.3984,27.1742,5.1791,4.053,194.037,g
46.7313,25.0033,3.6542,0.2024,0.1205,7.129,14.7518,-14.2331,3.8676,204.126,g
52.8537,15.8412,2.8603,0.3434,0.1786,43.4556,47.8926,11.4639,0.2426,253.247,g
37.6241,14.9219,2.6484,0.3461,0.1764,-5.0723,28.7425,3.6292,5.8992,175.825,g
86.0824,21.9899,3.2111,0.3063,0.1694,-9.4362,73.3955,-19.9444,1.878,351.979,g
41.0271,31.7545,2.9881,0.2795,0.1423,-1.3717,32.626,-19.8723,60.962,118.56,g
81.3992,27.7039,3.042,0.2469,0.1548,-58.7921,-55.5527,-12.9199,4.772,271.833,g
78.9039,26.6129,3.4931,0.1497,0.075,65.5807,66.1459,13.7387,9.8964,197.398,g
90.4744,34.7523,3.7861,0.1859,0.1113,24.1058,52.5415,-24.8199,2.281,364.284,g
21.0357,9.8262,2.2279,0.5976,0.3639,-3.0183,14.9775,9.1581,20.22,225.296,g
35.4276,17.8214,2.8639,0.3447,0.2018,10.9319,9.2904,-9.7121,8.1635,220.094,g
69.0482,15.9119,2.9167,0.252,0.1423,-133.608,62.8196,-11.7357,5.638,288.171,g
13.1734,10.9001,2.3531,0.7716,0.4013,-14.8157,2.6113,11.8373,15.9915,222.444,g
16.1801,11.5463,2.3032,0.6119,0.3756,0.4694,-3.1912,-7.2158,11.282,212.609,g
37.9977,21.6524,2.9474,0.2517,0.1337,-5.5474,20.436,-18.2256,5.49,250.65,g
28.8471,8.0422,2.1271,0.5448,0.2799,-15.9703,-16.2881,3.0512,13.2881,161.918,g
32.8971,20.5402,2.776,0.2915,0.1616,-12.6755,-28.6326,-18.419,11.0731,171.038,g
149.37,17.033,3.0722,0.2938,0.1757,-239.549,133.671,16.0039,4.2585,301.39,g
19.2536,12.7565,2.3646,0.5184,0.27,1.6021,-10.8686,-8.0723,0.7264,91.0688,g
22.1103,10.2685,2.1931,0.6026,0.3686,21.1955,19.7521,-11.3346,14.836,189.371,g
57.3559,17.9068,2.616,0.4044,0.2772,-62.7713,-46.2379,-20.8099,0.6666,298.569,g
37.1223,12.47,2.5563,0.3333,0.1708,-25.6932,-12.8929,4.3534,3.823,208.651,g
33.9434,19.7303,2.9734,0.2616,0.1441,-4.6737,26.7062,-9.2214,13.197,75.3757,g
22.1114,10.4427,2.2068,0.5652,0.3075,22.9016,18.6701,10.7207,41.7053,129.155,g
18.2056,12.4071,2.4108,0.5825,0.3592,2.9846,-11.0854,-10.3121,13.294,108.564,g
31.3567,9.0167,2.4393,0.4945,0.3,-19.3418,-21.3725,6.1725,5.816,111.103,g
51.9719,23.8063,3.1432,0.1755,0.0939,23.577,20.6102,-15.3705,11.9368,183.381,g
31.8136,16.5183,2.5871,0.3777,0.2005,37.2439,28.8227,-16.5213,11.6029,194.507,g
17.7941,7.4352,2.1945,0.7987,0.5272,2.2155,-4.5237,4.0469,60.197,98.8267,g
84.545,35.0906,3.4135,0.2269,0.1283,-19.4103,28.5247,-23.0469,3.034,307.496,g
23.8449,12.7567,2.4183,0.4771,0.2729,17.534,16.7979,-6.8923,45.306,150.858,g
60.8535,16.4371,2.8588,0.2464,0.1419,-33.875,-51.6825,-15.0611,2.6332,200.599,g
26.9151,21.6633,2.7513,0.2872,0.1587,26.4341,5.415,16.5563,17.608,118.991,g
18.201,10.4319,2.2304,0.6118,0.3147,22.7985,10.0788,5.6341,13.241,209.209,g
25.5952,16.5952,2.5617,0.3951,0.2071,34.771,14.8299,13.6692,18.547,137.846,g
34.2426,19.3492,2.8971,0.3004,0.1565,31.5941,8.9236,-8.7867,11.5931,196.081,g
25.4933,14.3297,2.5397,0.4271,0.2237,-18.6113,10.1372,-8.7705,43.687,186.828,g
24.5536,12.5983,2.4843,0.4557,0.2443,-13.2441,-17.6015,5.4512,12.362,180.003,g
35.7106,21.1057,2.8267,0.2295,0.1304,51.8701,10.6385,11.9995,3.921,211.088,g
12.7436,11.6024,2.1599,0.7128,0.3979,15.5149,-9.0283,-8.9225,39.403,140.963,g
52.7202,9.1759,2.4464,0.3828,0.2057,44.7987,33.1382,-6.6464,11.7646,192.422,g
12.7516,11.6186,2.266,0.7209,0.3821,15.3898,-7.4619,-11.0707,8.1347,224.467,g
12.6275,11.7922,2.0512,0.7022,0.3778,15.9297,-9.3186,9.4542,37.228,220.666,g
25.6509,7.4142,2.3909,0.6667,0.3923,-11.6444,8.4259,5.066,15.7881,144.276,g
77.3579,17.2747,2.8672,0.3435,0.1799,-86.4656,51.3282,-12.7658,6.171,333.319,g
39.4622,4.6474,2.3784,0.6234,0.4038,18.6142,29.3952,3.4627,14.006,166.731,g
88.9941,25.2279,3.5759,0.1567,0.0848,59.5501,82.8117,8.5703,0.3521,304.885,g
116.741,30.9644,2.9557,0.34,0.2386,-41.5767,-102.561,12.9299,2.334,339.714,g
37.5673,20.572,2.9383,0.2628,0.1343,36.9857,-19.7759,18.4041,15.4657,173.63,g
18.5336,10.2061,2.1847,0.6144,0.3366,22.266,11.0621,-5.1584,42.452,202.563,g
56.2951,14.8229,2.6263,0.2459,0.1241,35.8263,20.0519,-10.2351,9.19,175.352,g
77.939,20.3214,3.3447,0.1754,0.0943,84.6763,56.1539,-11.3028,2.435,243.344,g
20.641,11.6441,2.357,0.5582,0.3055,-1.7374,5.9444,10.9967,59.013,65.5167,g
38.5699,28.2893,2.9071,0.2824,0.1616,6.9089,-34.9487,20.8026,4.443,233.634,g
23.1919,16.9625,2.5617,0.3731,0.2071,7.0586,7.7372,-12.0478,34.6018,236.433,g
80.5879,32.6355,3.6311,0.0998,0.0502,80.4431,49.5641,17.2874,2.7956,210.673,g
34.6908,11.2351,2.5004,0.3791,0.1975,-35.4735,21.2479,-7.7418,10.612,152.891,g
45.4295,21.0393,2.9484,0.2782,0.1537,25.7656,35.8112,12.2553,9.433,54.8131,g
40.7367,10.1881,2.3701,0.5203,0.2921,-49.1604,-15.652,5.2449,1.394,167.051,g
49.5844,23.4306,2.9388,0.2084,0.1203,56.7983,18.6067,11.7506,6.6105,216.875,g
85.054,30.1405,3.991,0.1182,0.0615,-83.0643,77.7161,-16.878,2.82,258.322,g
21.0483,17.6112,2.4409,0.4529,0.2373,29.591,-9.6241,14.2623,32.4415,173.549,g
74.8373,28.3282,3.4859,0.1721,0.09,-76.7946,53.9904,-11.9086,0.1197,253.66,g
47.9863,14.4663,2.9722,0.322,0.169,47.1752,36.8788,8.3362,3.9724,213.408,g
31.3412,21.5299,2.8395,0.3271,0.1758,26.4682,20.2562,18.8403,22.1398,134.372,g
18.8834,10.09,2.444,0.5935,0.3327,-22.8136,-10.8397,4.4965,57.86,197.527,g
54.8736,15.18,2.5422,0.4189,0.2769,14.4831,53.7051,8.0421,3.4462,181.609,g
21.4291,12.6409,2.4289,0.4916,0.2775,13.7993,15.2283,8.7216,38.5808,211.057,g
18.437,15.6922,2.5159,0.5244,0.3034,0.6647,-12.8405,9.6849,87.3123,110.3,g
64.2085,33.2754,3.5144,0.1575,0.0794,-4.0258,31.0346,-29.3788,13.8747,183.081,g
37.1453,19.5056,3.107,0.2696,0.1395,-1.9338,26.7564,12.0698,0.6385,135.21,g
22.0959,6.646,2.1189,0.73,0.4068,-23.8832,-11.7155,-6.6937,13.3891,163.277,g
